Cennik blum - LISTOPAD 2025,,,,,,,,,
przy kursie 1 EUR =  4.25 PLN,,,,,,,,,
,,,,,,,,,
"Podane ceny mają wyłącznie charakter rekomendacji i nie są w żaden sposób wiążące dla kontrahentów, którzy posiadają swobodę w kształtowaniu swojej polityki cenowej.",,,,,,,,,
Przy zawieraniu i realizacji umów sprzedaży między Blum a Kupującym stosuje się Ogólne Warunki Handlowe Blum dostępne pod adresem http://www.blum.com,,,,,,,,,
,,,,,,,,,
Grupa,Symbol,Numer identyfikacyjny,Cena za,Cena PLN za 1 szt.,Min. Zamówienie,Waga [kg] za 1000 szt.,ilość na palecie [szt],Kod EAN,Opis produktu
Assembly machines,M01.ZB02.D2BOHRER RE S-BR,06997304,1,"170,81",1,14,16 000,9002617653908,"Wiertło, Ø 2.5 mm, prawe, L=57 mm, z wierzchołek dachowy+czarny*P/U: 1"
Assembly machines,M01.ZB02.D3BOHRER LI  ROT,06002451,1,"170,81",1,14,16 000,9002617083200,"Wiertło, Ø 2.5 mm, lewe, L=57 mm, z wierzchołek dachowy+na czerwono*P/U:     1"
Assembly machines,M01.ZB03.02BOHRER RE S-BR,06852671,1,"81,22",1,16,16 000,9002617124651,"Wiertło, Ø 3 mm, prawe, L=57 mm+czarny*P/U: 1"
Assembly machines,M01.ZB03.03BOHRER LI  ROT,06852831,1,"81,22",1,16,16 000,9002617124668,"Wiertło, Ø 3 mm, lewe, L=57 mm+na czerwono*P/U: 1"
Assembly machines,M01.ZB05.02BOHRER RE S-BR,06863611,1,"74,67",1,18,16 000,9002617125245,"Wiertło, Ø 5 mm, prawe, L=57 mm+czarny*P/U: 1"
Assembly machines,M01.ZB05.03BOHRER LI  ROT,06863361,1,"74,67",1,18,16 000,9002617125238,"Wiertło, Ø 5 mm, lewe, L=57 mm+na czerwono*P/U: 1"
Assembly machines,M01.ZB08.02BOHRER RE S-BR,06049171,1,"77,90",1,"21,75",16 000,9002617086584,"Wiertło, Ø 8 mm, prawe, L=57 mm+czarny*P/U: 1"
Assembly machines,M01.ZB08.03BOHRER LI  ROT,05034011,1,"77,90",1,"21,85",43 200,9002617054439,"Wiertło, Ø 8 mm, lewe, L=57 mm+na czerwono*P/U: 1"
Assembly machines,M01.ZB10.02BOHRER RE S-BR,05055011,1,"84,49",1,"13,25",16 000,9002617055368,"Wiertło, Ø 10 mm, prawe, L=57 mm+czarny*P/U: 1"
Assembly machines,M01.ZB10.03BOHRER LI  ROT,05055281,1,"84,49",1,"13,25",16 000,9002617055375,"Wiertło, Ø 10 mm, lewe, L=57 mm+na czerwono*P/U: 1"
Assembly machines,M01.ZB10.T2BOHRER RE S-BR,01068027,1,"117,77",1,"13,25",16 000,9009494330649,"Wiertło specjalne do tworzyw mineralnych/płyt HPL (cienki front), Ø 10     mm, prawe, L=57 mm, bez wierzchołka centrującego+czarny*P/U: 1"
Assembly machines,M01.ZB10.T3BOHRER LI  ROT,08046204,1,"117,77",1,"13,25",16 000,9009494330656,"Wiertło specjalne do tworzyw mineralnych/płyt HPL (cienki front), Ø 10     mm, lewe, L=57 mm, bez wierzchołka centrującego+na czerwono*P/U: 1"
Assembly machines,M01.ZB20.02BOHRER RE S-BR,07604711,1,"162,35",1,38,4 000,9002617160420,"Wiertło do okuć, Ø 20 mm, prawe, L=57 mm+czarny*P/U: 1"
Assembly machines,M01.ZB25.02BOHRER RE S-BR,05054981,1,"181,90",1,55,4 000,9002617055351,"Wiertło do okuć, Ø 25 mm, prawe, L=57 mm+czarny*P/U: 1"
Assembly machines,M01.ZB26.02BOHRER RE S-BR,05054801,1,"194,82",1,54,4 000,9002617055344,"Wiertło do okuć, Ø 26 mm, prawe, L=57 mm+czarny*P/U: 1"
Assembly machines,M01.ZB28.02BOHRER RE S-BR,05236401,1,"194,82",1,57,4 000,9002617056952,"Wiertło do okuć, Ø 28 mm, prawe, L=57 mm+czarny*P/U: 1"
Assembly machines,M01.ZB35.02BOHRER RE S-BR,05034101,1,"178,63",1,"64,9",14 400,9002617054446,"Wiertło do okuć, Ø 35 mm, prawe, L=57 mm+czarny*P/U: 1"
Assembly machines,M01.ZZ03.01ZENT-BOHR    S,06514575,1,"110,59",1,"49,67",400,9009494307054,"Wiertło samocentrujące, Ø 2.7 mm, prawe, L=82.7 mm+czarny*P/U: 1"
Assembly machines,"M01.ZZB3   BOHRER 2,7   S",05095914,1,"19,59",1,"39,92",15 000,9002617194609,"Wiertło zamienne, Ø 2.7 mm, prawe, L=77 mm+czarny*P/U: 1"
Assembly machines,M30.0210   ARRETIER     S,03440104,1,"73,40",1,"16,43",4 000,9002617570816,Blokada+czarny*P/U: 1
Assembly machines,M30.0212   LINEAL600  C35,06635734,1,"212,08",1,"722,35",188,9002617370560,"liniał podstawowy, do MINIPRESS M, 1 szt., Skala od punktu zerowego do:     300 mm w lewo, 300 mm w prawo+czarna E6/C35*P/U: 1"
Assembly machines,M30.0901   RASTERLEHR  OR,06927199,1,"27,63",1,17,4 000,9002617128345,Wzornik do rzędu otworów+pomarańczowe*P/U: 1
Assembly machines,M30.1304.01B-STO SET2   S,08977234,1,"29,37",1,"42,76",4 000,9002617772142,ogranicznik głębokości wiercenia do MINIPRESS M/MINIPRESS P+czarny*P/U:     1
Assembly machines,M30.1304.02B-STO SET2   S,09168994,1,"29,37",1,"34,76",4 000,9002617790481,ogranicznik głębokości wiercenia do MINIPRESS M/MINIPRESS P+czarny*P/U:     1
Assembly machines,M30.1313.UMBO-K UMB  SZVS,09168824,1,"759,77",1,"1472,544",99,9002617790474,Zamian na głowicę+czarna-cynkowana-zalakowana*P/U: 1
Assembly machines,M30.1316   GETR-SCH+HA-RI,09326601,1,"269,11",1,"559,99",392,9002617795738,"Osłona, bolec pozycjonujący z kołkiem+*P/U: 1"
Assembly machines,M30.1316   GETR-SCH+SPAEN,02566091,1,"241,74",1,"480,61",286,9002617210996,Ochrona+*P/U: 1
Assembly machines,M30.1316.OHGETR-SCH    NA,01885811,1,"47,35",1,"102,27",200,9002617225709,Ochrona+naturalna*P/U: 1
Assembly machines,M31.1040.01LAGERSATZ ET,09166168,1,"203,87",1,"213,76",4 000,9010891012199,Zestaw naprawczy+*P/U: 1
Assembly machines,MZW.1300.01WKZ-SATZ ET,09377559,1,"122,36",1,"164,41",800,9009494972283,Przebudowa do ECODRILL+czarna-cynkowana-zalakowana*P/U: 1
Assembly machines,M31.ZB08.32BOHRER RE S,02605642,1,"105,95",1,"63,07",1 600,9009494972276 ,"Wiertło do ECODRILL, Ø 8 mm, prawe, L=85 mm+czarny*P/U: 1"
Assembly machines,M31.ZB35.32BOHRER RE S,01181460,1,"178,63",1,"102,52",1 600,9009494972269,"Wiertło do okuć do ECODRILL, Ø 35 mm, prawe, L=86.2 mm+czarny*P/U: 1"
Assembly machines,M35.ZM02   KOHLEB+ZUT,05459852,1,"203,87",1,"26,67",4 000,9009494122954,Akcesoria do urządzenia frezującego dno+*P/U: 1
Assembly machines,M35.ZW11W  WENDEP V10,02978729,1,"73,40",10,"3,825",40 000,9009494117691,"Zestaw frezów do urządzenia frezującego dno, Zestaw z małymi płytkami     skrawającymi+*P/U: 10"
Assembly machines,M35.ZW20W  WENDEP V10,07059580,1,"73,40",10,"10,825",40 000,9009494118100,"Zestaw frezów do urządzenia frezującego dno, Zestaw z dużymi płytkami     skrawającymi+*P/U: 10"
Assembly machines,M50.1320   BO-TIEF     OR,09029399,1,"73,40",1,"24,6",4 000,9002617784954,Wzornik głębokości wiercenia+pomarańczowe*P/U: 1
Assembly machines,M53.0720   NIED-H R+L  OR,06773209,1,"1133,65",1,"2087,494",72,9002617641721,docisk (pneumatyczny) do MINIPRESS P+pomarańczowe*P/U: 1
Assembly machines,M65.ZB05.02BOHRER RE    S,01172431,1,"97,50",1,18,16 000,9002617285338,"Wiertło, Ø 5 mm, prawe, L=77 mm, Do horyzontalnego wiercenia pod     kołki+czarny*P/U: 1"
Assembly machines,M65.ZB05.03BOHRER LI  ROT,02788702,1,"97,50",1,20,16 000,9009494113655,"Wiertło, Ø 5 mm, lewe, L=77 mm, Do horyzontalnego wiercenia pod kołki+na     czerwono*P/U: 1"
Assembly machines,M65.ZB08.02BOHRER RE    S,05445741,1,"103,87",1,24,16 000,9002617275995,"Wiertło, Ø 8 mm, prawe, L=77 mm, Do horyzontalnego wiercenia pod     kołki+czarny*P/U: 1"
Assembly machines,M65.ZB08.03BOHRER LI  ROT,05749371,1,"103,87",1,26,16 000,9002617276008,"Wiertło, Ø 8 mm, lewe, L=77 mm, Do horyzontalnego wiercenia pod kołki+na     czerwono*P/U: 1"
Assembly machines,M65.ZB10.02BOHRER RE    S,05762981,1,"126,40",1,"32,6",16 000,9002617276015,"Wiertło, Ø 10 mm, prawe, L=77 mm, Do horyzontalnego wiercenia pod     kołki+czarny*P/U: 1"
Assembly machines,M65.ZB10.03BOHRER LI  ROT,05447871,1,"126,40",1,"32,6",16 000,9002617276022,"Wiertło, Ø 10 mm, lewe, L=77 mm, Do horyzontalnego wiercenia pod     kołki+na czerwono*P/U: 1"
Assembly machines,M75.ZB05.L2BOHRER RE    S,06808290,1,"547,36",1,"86,69",500,9009494503401,"Wiertło poziome do MINIPRESS top, Ø 5 mm, prawe, L=114.5 mm+czarny*P/U:     1"
Assembly machines,M75.ZB05.L3BOHRER LI  ROT,07762421,1,"547,36",1,78,200,9009494503418,"Wiertło poziome do MINIPRESS top, Ø 5 mm, lewe, L=114.5 mm+na     czerwono*P/U: 1"
Assembly machines,M75.ZB08.L2BOHRER RE    S,08751601,1,"548,89",1,"82,5",900,9009494503425,"Wiertło poziome do MINIPRESS top, Ø 8 mm, prawe, L=114.5 mm+czarny*P/U:     1"
Assembly machines,M75.ZB08.L3BOHRER LI  ROT,01932282,1,"548,89",1,"82,5",900,9009494503432,"Wiertło poziome do MINIPRESS top, Ø 8 mm, lewe, L=114.5 mm+na     czerwono*P/U: 1"
Assembly machines,M75.ZB10.L2BOHRER RE    S,06239941,1,"583,53",1,89,300,9009494503449,"Wiertło poziome do MINIPRESS top, Ø 10 mm, prawe, L=114.5 mm+czarny*P/U:     1"
Assembly machines,M75.ZB10.L3BOHRER LI  ROT,09237989,1,"583,53",1,89,300,9009494503456,"Wiertło poziome do MINIPRESS top, Ø 10 mm, lewe, L=114.5 mm+na     czerwono*P/U: 1"
Assembly machines,MZA.2600   ABLAGE,05389571,1,"1386,52",1,15927,36,9002617275896,"statyw do głowic MINIPRESS PRO/PRO-CENTER i liniałów, 1 szt.+*P/U: 1"
Assembly machines,MZA.5300   AUFL-T+ZUT   S,09090444,1,"451,01",1,"5104,02",70,9002617789782,"stół do MINIPRESS P, 1 szt.+czarny*P/U: 1"
Assembly machines,MZD.5500   USB ADAPTER,06628877,1,"315,61",1,"20,07",3 200,9009494762037,Adapter WLAN USB do komputera EASYSTICK (HMI)
Assembly machines,MZE.1300   EINRASTV  SZVS,07491930,1,"692,07",1,"612,535",200,9002617677560,"Zbrojenie, 1 szt.+czarna-cynkowana-zalakowana*P/U: 1"
Assembly machines,MZE.2110   POS-ANZEIG  OR,06811209,1,"235,28",1,"142,78",200,9002617642889,"wskaźnik do MINIPRESS P, 1 szt.+pomarańczowe*P/U: 1"
Assembly machines,MZF.1000.01SPA-FU SET  BR,07046521,1,"1186,26",1,"488,338",400,9002617131796,"zestaw szybkozłączek ( 5 szt., uchwyt, zaślepka) do MINIDRILL/MINIPRESS,     lewa/prawa+brunatna*P/U: 1"
Assembly machines,MZF.1010   BOR-AUF S   BR,01879681,1,"149,43",1,"66,52",1 600,9002617225587,"szybkozłączka-uchwyt wiertarski do MINIPRESS M / MINIPRESS P, MINIDRILL,     lew.+brunatna*P/U: 1"
Assembly machines,MZF.1020   BOR-AUF M   BR,01879761,1,"149,43",1,"64,12",1 600,9002617225631,"szybkozłączka-uchwyt wiertarski do MINIPRESS M / MINIPRESS P, MINIDRILL,     praw.+brunatna*P/U: 1"
Assembly machines,MZF.1030   BOHRFUTTER  BR,06461644,1,"62,94",1,"31,03",1 600,9002617105445,"Uchwyt wiertła do szybkozłączki do MINIPRESS M / MINIPRESS P,     MINIDRILL+brunatna*P/U: 1"
Assembly machines,MZF.1050   BOAUF-ABD S-ZN,06735954,1,"24,86",1,"22,37",1 600,9002617120035,zaślepka szybkozłączki do MINIDRILL/MINIPRESS+czarna cynkowana*P/U: 1
Assembly machines,MZF.2000   BO-AUFN LI  BR,01392634,1,"212,08",1,"75,61",480,9002617300413,"szybkozłączka-uchwyt wiertarski do PRO-CENTER, MINIPRESS top, MINIPRESS     PRO, lew.+brunatna*P/U: 1"
Assembly machines,MZF.2000   BO-AUFN RE  BR,01392804,1,"212,08",1,"75,61",480,9002617300406,"szybkozłączka-uchwyt wiertarski do PRO-CENTER, MINIPRESS top, MINIPRESS     PRO, praw.+brunatna*P/U: 1"
Assembly machines,MZK.1120   KUPPLUNG     S,01519984,1,"48,96",1,"36,69",1 600,9002617232578,"sprzęgło do MZK.1000/8000, 1 szt.+czarny*P/U: 1"
Assembly machines,MZK.1130   KUPP-SPA    BR,06763494,1,"144,29",1,"59,53",1 600,9002617121216,"sprzęgło do szybkozłączek do MZK.1000/8000, 1 szt.+brunatna*P/U: 1"
Assembly machines,MZK.1141   DISTANZ      S,00031004,1,"73,40",1,"118,06",4 000,9002617812275,Dystans+czarny*P/U: 1
Assembly machines,MZK.1201   S-BO AA-CK  BL,01310751,1,"79,90",1,"97,41",1 600,9002617244717,Kołek rozporowy+błyszcząca*P/U: 1
Assembly machines,MZK.190S   LOCHG-B   R204,05440963,1,"4126,84",1,"4505,149",60,9002617825091,"Głowica do MINIPRESS M,  do MINIPRESS P, ilość wrzecion 9,     Szybkozłączka, Rzędy otworów, zawias mini (poza tymi z puszką     80.014-R1)+R2004 pomarańczowa*P/U: 1"
Assembly machines,MZK.1936   SI-HE R+L    S,00031864,1,"41,52",1,"40,03",4 000,9002617812428,Dźwignia bezpieczeństwa+czarny*P/U: 1
Assembly machines,MZK.2000.01BO-K MB   R91M,09645833,1,"1467,99",1,"2915,675",72,9009494322781,"Głowica do PRO-CENTER (od serii AA),  do MINIPRESS top,  do MINIPRESS     PRO, ilość wrzecion 3, Zawiasy+R9011 grafitowa*P/U: 1"
Assembly machines,MZK.2005   B-STO SET2  OR,09093589,1,"27,63",1,"67,35",1 600,9002617789904,Ogranicznik głebokości wiercenia do MINIPRESS PRO i     PRO-CENTER+pomarańczowe*P/U: 1
Assembly machines,MZK.2009   KUP UT  M2  NA,06960651,1,"13,86",1,"19,4",4 000,9002617651638,Sprzęgło OT/UT M2+naturalna*P/U: 1
Assembly machines,MZK.2012   BOHRWELL,07693158,1,"163,07",1,"93,61",4 000,9009494016079,Wrzeciono do głowicy+*P/U: 1
Assembly machines,MZK.2043   SCHUTZ+ZU TRAN,06151857,1,"122,36",1,"276,78",288,9009494014372,Ochrona+przezroczysty*P/U: 1
Assembly machines,MZK.210S   BO-K DMPL R91M,08201904,1,"1356,98",1,"2717,738",72,9009494322798,"Głowica do PRO-CENTER (od serii AA),  do MINIPRESS top,  do MINIPRESS     PRO, ilość wrzecion 2, z szybkozłączką, prowadniki proste+R9011     grafitowa*P/U: 1"
Assembly machines,MZK.2112   BO-WEL+BZ,00021101,1,"97,88",1,"58,93",4 000,9002617840230,Trzonek wiertła+*P/U: 1
Assembly machines,MZK.211S   BO-K KMPL R91M,09316209,1,"1626,18",1,"2780,008",72,9009494324006,"Głowica do PRO-CENTER (od serii AA),  do MINIPRESS top,  do MINIPRESS     PRO, ilość wrzecion 2, z szybkozłączką, Prowadniki krzyżakowe+R9011     grafitowa*P/U: 1"
Assembly machines,MZK.2123   BO-A+ZUT L  BL,00021964,1,"73,40",1,"83,1",4 000,9002617811032,"Wrzeciono standardowe do MINIPRESS PRO / PRO-CENTER,     lew.+błyszcząca*P/U: 1"
Assembly machines,MZK.2124   BO-A+ZUT R  BL,00021894,1,"73,40",1,"83,1",4 000,9002617811018,"Wrzeciono standardowe do MINIPRESS PRO / PRO-CENTER,     praw.+błyszcząca*P/U: 1"
Assembly machines,MZK.220S.01BO-K  8-SY-H,05939832,1,"4003,84",1,"4898,944",48,9009494683769,"Głowica do PRO-CENTER (od serii AA),  do MINIPRESS top,  do MINIPRESS     PRO, ilość wrzecion 8, Szybkozłączka, z szybkozłączką, Prowadnice     korpusu, Mocowanie frontu+*P/U: 1"
Assembly machines,MZK.224S.01BO-K 11-SY-H,01981579,1,"7299,16",1,"8632,71",16,9009494684025,"Głowica do PRO-CENTER,  do MINIPRESS top,  do MINIPRESS PRO, ilość     wrzecion 11, z szybkozłączką, Prowadnice korpusu, Mocowanie frontu,     Siłownik+*P/U: 1"
Assembly machines,MZK.2400.01BO-K  3-SY-V,01048194,1,"2423,86",1,"3443,754",72,9009494680942,"Głowica do PRO-CENTER,  do MINIPRESS top,  do MINIPRESS PRO,  do     MINIPRESS top (M75E2000), ilość wrzecion 3, Rzędy otworów, Kołki dr     ewniane+*P/U: 1"
Assembly machines,MZK.2810.03BO-K  9-SY-V,04143884,1,"4692,60",1,"5256,419",48,9009494683998,"Głowica do PRO-CENTER,  do MINIPRESS top,  do MINIPRESS PRO, ilość     wrzecion 9, Rzędy otworów+*P/U: 1"
Assembly machines,"MZK.28815  DICHT 0,5",02218520,1,"122,36",1,"188,699",180,9009494016307,Uszczelka+*P/U: 1
Assembly machines,MZK.2884   SCHUTZ+ZU TRAN,01587339,1,"685,91",1,"662,637",126,9009494016321,Ochrona+przezroczysty*P/U: 1
Assembly machines,MZK.880S   LOCHR-B   R204,04226282,1,"3506,97",1,"3900,279",60,9002617825107,"Głowica do MINIPRESS M,  do MINIPRESS P, ilość wrzecion 8,     Prowadnica/mocowania frontu+R2004 pomarańczowa*P/U: 1"
Assembly machines,MZL.1250   LINEAL     C35,06650704,1,"305,87",1,"1815,11",188,9002617370577,"liniał przedłużający, do MINIPRESS M, 1 szt., Skala 300 mm do 1550     mm+czarna E6/C35*P/U: 1"
Assembly machines,MZL.1253   LIN-VERB     S,06959474,1,"122,36",1,"268,428",400,9002617130485,Łącznik liniałów+czarny*P/U: 1
Assembly machines,MZL.2000   LINEAL ST  C35,05389491,1,"428,15",1,"2178,26",188,9002617275834,"liniał podstawowy, do PRO-CENTER, 1 szt., Skala od punktu zerowego do:     850 mm w lewo, 850 mm w prawo+czarna E6/C35*P/U: 1"
Assembly machines,MZL.2010   LINEAL U   C35,05390821,1,"375,15",1,"1645,99",188,9002617275865,"liniał z ustawianym punktem ""zero"", do PRO-CENTER, 1 szt., Skala 0 do     850 mm+czarna E6/C35*P/U: 1"
Assembly machines,MZL.2060   LINEAL HOR C35,05389651,1,"652,50",1,"2552,64",75,9002617275841,"liniał poziomy, do PRO-CENTER, 1 szt., Skala od punktu zerowego do: 850     mm w lewo, 850 mm w prawo+czarna E6/C35*P/U: 1"
Assembly machines,MZL.2080   LINEAL R+L C35,05395381,1,"611,66",1,"2375,21",75,9002617275872,"liniał do rzędu otworów, do PRO-CENTER, prawy+lewy, Skala 0 do 832     mm+czarna E6/C35*P/U: 1"
Assembly machines,MZL.2090.03LINEAL L   C35,01411104,1,"444,47",1,"2427,62",188,9002617303940,"liniał przedłużający, do PRO-CENTER, lew., Skala 850 mm do 2550     mm+czarna E6/C35*P/U: 1"
Assembly machines,MZL.2090   LINEAL R+L C35,01410984,1,"888,97",1,"4853,97",188,9002617303933,"liniał przedłużający, do PRO-CENTER, prawy+lewy, Skala 850 mm do 2550     mm+czarna E6/C35*P/U: 1"
Assembly machines,MZL.2500   LINEAL     C35,06637944,1,"305,87",1,"1815,11",188,9002617370591,"liniał przedłużający, do MINIPRESS M, 1 szt., Skala 1550 mm do 2800     mm+czarna E6/C35*P/U: 1"
Assembly machines,MZM.0040   MATRIZE     OR,09051769,1,"212,08",1,"196,965",400,9002617784299,"matryca do wciskania, do wszystkie maszyny do nawiercania i osadzania     okuć do Zawiasy, wszystkie kąty otwarcia  - z wyjątkiem MINI i     COMPACT+pomarańczowe*P/U: 1"
Assembly machines,MZM.0050   MATRIZE     OR,06379211,1,"212,08",1,"125,37",800,9002617103014,"matryca do wciskania, do wszystkie maszyny do nawiercania i osadzania     okuć do cynkowy prowadnik prosty 177H5100/177H5130+pomarańczowe*P/U: 1"
Assembly machines,MZM.0053   MATRIZE     OR,05801966,1,"212,08",1,"69,13",800,9002617875034,"matryca do wciskania, do wszystkie maszyny do nawiercania i osadzania     okuć do stalowy prowadnik prosty 177H3100/177H3130+pomarańczowe*P/U: 1"
Assembly machines,MZM.0061.01MATRIZE     OR,01482979,1,"456,71",1,"129,77",240,9002617383812,"matryca do wciskania, do wszystkie maszyny do nawiercania i osadzania     okuć do Prowadniki krzyżakowe+pomarańczowe*P/U: 1"
Assembly machines,MZM.0070   MATRIZE     OR,06379391,1,"212,08",1,"63,53",800,9002617103021,"matryca do wciskania, do wszystkie maszyny do nawiercania i osadzania     okuć do Złącze 40.0200N/40.0110N+pomarańczowe*P/U: 1"
Assembly machines,MZM.0071   MATRIZE     OR,06936851,1,"212,08",1,"74,53",800,9002617129083,"matryca do wciskania, do wszystkie maszyny do nawiercania i osadzania     okuć do Złącze 40.0620+pomarańczowe*P/U: 1"
Assembly machines,MZM.0075   MATRIZE     OR,06563131,1,"212,08",1,"77,23",800,9002617108743,"matryca do wciskania, do wszystkie maszyny do nawiercania i osadzania     okuć do złącze 40.4001+pomarańczowe*P/U: 1"
Assembly machines,MZM.0077   MATRIZE     OR,06937581,1,"130,52",1,"64,93",800,9002617129113,"matryca do wciskania, do wszystkie maszyny do nawiercania i osadzania     okuć do Złącze 42.0700.01+pomarańczowe*P/U: 1"
Assembly machines,MZM.0078   MATRIZE     OR,06937741,1,"1084,77",1,"83,08",800,9002617129120,"matryca do wciskania, do wszystkie maszyny do nawiercania i osadzania     okuć do zawieszki do szafek 48N0610.02/48N0610.03+pomarańczowe*P/U: 1"
Assembly machines,MZM.0092.01MATRI-MSP R735,02962965,1,"244,72",1,"117,3",800,9002617396065,"matryca do wciskania, do MINIPRESS M do Mocowanie frontu     ZSF.1300/ZSF.1800+R7035 jasnoszara*P/U: 1"
Assembly machines,MZM.0095   MATRIZE     OR,07425111,1,"570,86",1,"58,24",800,9002617150742,"matryca do wciskania, do wszystkie maszyny do nawiercania i osadzania     okuć do Regulator frontu 295.1000 do STANDARD i TANDEM+pomarańczowe*P/U:     1"
Assembly machines,MZM.0292.01MATRI-PRO    S,02962704,1,"326,23",1,"73,17",800,9002617396058,"matryca do wciskania, do PRO-CENTER do Mocowanie frontu     ZSF.1300/ZSF.1800+czarny*P/U: 1"
Assembly machines,MZR.1000   MITTELRISS   S,06936184,1,"115,81",1,"80,58",4 000,9002617129069,Zderzak „zero” do MINIPRESS M+czarny*P/U: 1
Assembly machines,MZR.1200   MITTELRISS   S,01220694,1,"115,81",1,"74,39",4 000,9002617288629,Zderzak „zero” do PRO-CENTER+czarny*P/U: 1
Assembly machines,MZR.2000   MIT-ANS   S-ZN,01850514,1,"244,72",1,"207,65",864,9002617227796,zderzak do drzwi bliźniaczych do MINIPRESS M+czarna cynkowana*P/U: 1
Assembly machines,MZR.5300.02LICHTRISS,07857470,1,"826,20",1,"264,08",200,9002617706710,"Znacznik laserowy do MINIPRESS P, Od kodu serii JB+*P/U: 1"
Assembly machines,MZR.5400   LICHTRISS,07466150,1,"826,20",1,"263,88",200,9002617676921,"Znacznik laserowy do MINIPRESS PRO, Od kodu serii KC+*P/U: 1"
Assembly machines,MZS.0040   MINISTICK S-ZN,02017594,1,"693,22",1,"913,12",200,9002617345063,MINISTICK do MINIPRESS M+czarna cynkowana*P/U: 1
Assembly machines,MZS.00501AUSTICK  RL SZVS,04718800,1,"897,13",1,"1089,49",286,9009494125702,Stick+czarna-cynkowana-zalakowana*P/U: 1
Assembly machines,MZS.1000   ANSCHLAG  S-ZN,06378821,1,"79,14",1,"259,13",7 600,9002617102970,"zderzak stały do PRO-CENTER, symetr.+czarna cynkowana*P/U: 1"
Assembly machines,MZS.2000.21ANSCHL LI  S/O,02921090,1,"79,14",1,"143,48",4 800,9009494191493,"Zderzak pozycjonujący wąski z zaciskiem do PRO-CENTER, lew.+czarny /     pomarańczowy*P/U: 1"
Assembly machines,MZS.2000.21ANSCHL RE  S/O,02011360,1,"79,14",1,"143,48",4 800,9009494191486,"Zderzak pozycjonujący wąski z zaciskiem do PRO-CENTER, praw.+czarny /     pomarańczowy*P/U: 1"
Assembly machines,MZS.2000   ANSCHL LI S-ZN,01784104,1,"40,80",1,"112,68",7 200,9002617326291,"Zderzak wąski do PRO-CENTER, lew.+czarna cynkowana*P/U: 1"
Assembly machines,MZS.2000   ANSCHL RE S-ZN,01759284,1,"40,80",1,"112,68",7 200,9002617326284,"Zderzak wąski do PRO-CENTER, praw.+czarna cynkowana*P/U: 1"
Assembly machines,MZS.5010   BR-ANSCHL   BL,08843341,1,"122,36",1,"127,6",4 000,9002617765526,zderzak szerokości do BOXFIX M+błyszcząca*P/U: 1
Assembly machines,MZS.5030   BR-ANSCHL   BL,08843651,1,"122,36",1,"24,15",4 000,9002617765595,zderzak szerokości do BOXFIX PRO+błyszcząca*P/U: 1
Assembly machines,MZV.2E00   ABSTUETZ,03036722,1,"117,47",1,"395,604",286,9009494342871,"Przedłużka liniału-podpórka MP M/P/PRO/TOP+PRO-CENT+EASYST, 1 szt.+*P/U:     1"
Assembly machines,MZV.3700   ABSTUETZ     S,07801517,1,"89,76",1,"292,97",200,9009494502305,"Podpórka liniału, do MINIPRESS top, 1 szt., brak skali+czarny*P/U: 1"
Assembly machines,MZW.1300   WKZ-SATZ,03094101,1,"122,36",1,"175,28",1 600,9002617406375,zestaw narzędziowy+*P/U: 1
Assembly machines,T65.5002.01STA+ZUT    C35,04687215,1,"213,69",1,"1107,47",75,9002617857429,Listwa ze zderzakiem+czarna E6/C35*P/U: 1
Assembly machines,T65.5090   STANGE     C35,08524722,1,"706,48",1,"2323,47",75,9009494449570,"listwa montażowa, do do prowadnic korpusu TANDEMBOX/Prowadnic     LEGRABOX/Prowadnic TANDEM/Prowadnic MOVENTO/Prowadnice MERIVOBOX/Prowa     dnice METABOX+czarna E6/C35*P/U: 1"
Assembly machines,T65.9065   BO-ANSCH    BR,00019601,1,"27,63",1,"21,74",4 000,9002617810868,Ogranicznik głębokości wiercenia 6mm+brunatna*P/U: 1
Assembly machines,ZML.0031   KOERNER     BR,09398029,1,"27,63",1,"48,4",1 600,9002617857412,Zestaw znacznika+brunatna*P/U: 1
Assembly machines,ZML.0032   ANSCHL+ZUT   S,05202289,1,"27,63",1,"27,37",1 600,9002617857405,Mały zestaw zderzaków+czarny*P/U: 1
Assembly machines,ZML.0035.01BO-ANSCH,00007411,1,"27,63",1,"4,94",4 000,9002617810851,Ogranicznik głębokości wiercenia 5mm+*P/U: 1
Assembly machines,ZML.0036.01BO-ANSCH,00019911,1,"27,63",1,"21,74",4 000,9002617810905,Ogranicznik głębokości wiercenia 10mm+*P/U: 1
Assembly machines,ZML.0042   ANSCHL+ZUT   S,02127978,1,"41,52",1,"50,88",1 600,9002617857351,Zestaw zderzaków duży+czarny*P/U: 1
Assembly machines,ZML.1094   BO-ANSCH,00019771,1,"41,52",1,"21,74",4 000,9002617810875,Ogranicznik głębokości wiercenia 8mm+*P/U: 1
Assembly machines,ZML.1095   BO-ANSCH,00019841,1,"73,40",1,"19,74",4 000,9002617810882,Redukcja z d 8mm na d 5mm+*P/U: 1
Assembly machines,ZMM.0352   STANGE    NCSO,04061730,1,"122,36",1,"1011,984",216,9009494062229,Reling+nitr-carb./schw-oxid*P/U: 1
